"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000
"FEMALE","25-34","SECONDARY",NA,"SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"IT`S DIFFICULT TO TELL","YES","YES",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","60-64","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",NA
"MALE","60-64","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1420
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO",995
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1290
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2700
"FEMALE","35-44","SECONDARY","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",9000
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","NO","NO",1050
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"FEMALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2619
"MALE","16-24","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1220
"MALE","65+","SECONDARY","RETIRED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",400
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",3100
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",19,"IT`S DIFFICULT TO TELL","YES","NO OPINION",800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",4,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA
"MALE","35-44","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",2800
"FEMALE","65+","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1450
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1100
"FEMALE","35-44","SECONDARY","PUPIL OR STUDENT","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","60-64","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",910
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1280
"MALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1250
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",817
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",760
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1800
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3500
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1250
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",3000
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2700
"FEMALE","25-34","SECONDARY","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",300
"FEMALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","FARMER","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",9,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1300
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",4500
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1350
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","DIVORCED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",850
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",2,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",780
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1150
"MALE","60-64","SECONDARY","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",14,"MOST PEOPLE CAN BE TRUSTED","YES","YES",700
"MALE","25-34","SECONDARY","FARMER","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","25-34","SECONDARY",NA,"SINGLE",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","WIDOWED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","60-64","SECONDARY","EMPLOYED IN PRIVATE SECTOR","WIDOWED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1200
"MALE","16-24","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",1500
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",720
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1780
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",640
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1700
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1860
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",2645
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","WIDOWED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","NO","NO OPINION",2500
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1185
"FEMALE","60-64","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",15000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DE FACTO SEPARATED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",1100
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",3,"IT`S DIFFICULT TO TELL","YES","YES",4000
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",3,"IT`S DIFFICULT TO TELL","YES","YES",2500
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2600
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","SINGLE",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",525
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","WIDOWED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",4,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","NO OPINION","NO",2500
"MALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","LEGALLY SEPARATED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",450
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","35-44","SECONDARY","UNEMPLOYED","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",470
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2300
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","DIVORCED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","25-34","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",900
"MALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",2,"IT`S DIFFICULT TO TELL","NO OPINION","YES",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"MALE","65+","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",4500
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2600
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","DIVORCED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1600
"MALE","35-44","SECONDARY","FARMER","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","YES",-8
"MALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",760
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",450
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1890
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","65+","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",9,"IT`S DIFFICULT TO TELL",NA,"NO",8000
"MALE","60-64","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","35-44","SECONDARY","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO",2700
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1100
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",1050
"MALE","65+","SECONDARY","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","45-59","PRIMARY/NO EDUCATION","FARMER","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"MALE","65+","SECONDARY","RETIRED","WIDOWED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1509
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",3600
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",1000
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",4,"IT`S DIFFICULT TO TELL","YES","NO OPINION",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO",-8
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",690
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","35-44","SECONDARY","FARMER","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"FEMALE","45-59","PRIMARY/NO EDUCATION","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",610
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
